hour,price,category,frequency,is_essential,deliberation_minutes,on_wishlist,impulse_level
13,498.88,electronics,20,1,105,0,1
13,123.12,food,9,1,24,0,2
0,79.29,food,17,1,209,1,0
3,31.89,entertainment,11,0,755,1,1
9,292.65,food,12,1,54,0,1
9,45.17,electronics,19,1,9,0,2
15,171.88,food,5,1,8,0,1
19,465.33,entertainment,12,0,208,0,2
10,265.83,home,20,0,5,0,3
16,299.41,beauty,4,0,131,0,2
7,53.82,clothing,11,0,131,1,1
2,132.74,beauty,9,0,200,1,0
16,159.32,electronics,10,0,222,0,1
2,458.08,food,15,1,35,0,2
22,135.53,home,1,0,2,0,3
10,158.58,electronics,2,0,61,0,0
0,100.07,clothing,4,0,34,0,2
15,204.64,clothing,15,1,2091,1,0
20,439.03,clothing,4,0,9,0,3
17,114.72,clothing,17,0,22,0,3
14,85.35,food,11,1,41,1,0
13,133.47,clothing,3,0,57,0,3
20,465.29,electronics,10,0,115,0,1
23,33.34,entertainment,18,0,58,1,1
9,42.18,entertainment,9,0,482,0,2
5,154.96,beauty,3,0,159,1,0
15,161.97,electronics,13,0,293,1,0
16,77.2,food,2,1,12,0,1
9,67.52,clothing,3,0,115,0,2
12,32.13,home,20,0,787,1,0
22,172.28,food,8,1,10,0,2
12,162.71,clothing,16,1,707,1,0
6,381.82,food,4,0,41,0,2
8,292.34,electronics,1,0,1,0,2
20,411.66,clothing,4,0,381,1,1
20,56.59,food,10,1,22,0,0
7,318.2,beauty,1,0,47,0,2
21,27.53,entertainment,18,0,1,0,3
23,164.01,beauty,13,1,59,0,3
16,117.57,clothing,9,1,52,0,1
20,430.04,electronics,10,0,51,0,2
7,122.87,beauty,8,0,80,0,0
20,428.99,entertainment,8,0,25,0,2
1,51.42,entertainment,17,0,2308,1,1
11,419.16,clothing,16,0,422,1,0
8,491.83,home,7,1,1854,1,0
23,62.21,electronics,20,1,61,0,1
14,137.99,clothing,20,0,4,0,3
10,363.51,beauty,12,1,142,1,0
18,80.81,clothing,17,1,1,0,2
12,202.12,clothing,13,0,730,0,2
19,304.77,food,10,1,28,0,1
3,49.74,electronics,9,1,1,0,1
23,461.51,beauty,13,0,9,0,3
20,446.51,home,1,1,115,0,0
23,373.84,clothing,13,0,1802,1,1
3,79.3,beauty,4,0,226,0,1
19,74.07,home,5,0,15,0,1
6,124.5,clothing,6,0,166,0,1
4,176.38,beauty,7,0,378,1,1
13,66.03,food,15,1,59,0,1
8,50.5,electronics,6,0,30,0,1
6,76.27,electronics,16,1,9,0,2
8,94.05,clothing,10,0,586,1,0
8,96.64,entertainment,20,0,20,0,2
3,187.96,home,15,1,76,0,1
9,76.02,clothing,11,0,1813,1,1
10,116.98,beauty,1,0,1,0,2
11,346.1,beauty,18,0,13,0,3
22,305.4,entertainment,10,0,18,1,2
6,232.86,electronics,15,1,56,0,1
20,54.27,beauty,3,0,451,1,0
7,163.71,clothing,3,1,135,1,0
3,19.54,electronics,7,1,4,0,2
1,93.17,electronics,13,0,133,1,0
16,416.98,electronics,4,1,5720,1,0
23,67.42,food,6,0,1,0,2
7,264.24,electronics,16,1,32,0,1
23,289.88,food,19,1,43,1,1
15,10.91,home,12,1,104,0,1
16,106.53,home,6,1,302,0,0
3,215.0,beauty,18,0,790,1,2
1,260.35,home,20,1,2104,1,0
3,314.17,clothing,15,0,1042,1,1
22,301.29,home,8,1,859,1,0
20,142.76,beauty,15,0,1,0,3
17,66.03,food,7,1,34,0,0
18,136.96,food,10,1,646,1,0
0,222.61,entertainment,1,1,18,0,2
11,164.35,home,17,1,3213,1,0
8,278.13,clothing,4,0,545,1,0
17,406.51,home,8,1,1103,1,0
4,365.93,home,9,1,261,0,1
17,383.06,electronics,17,0,26,1,0
14,39.72,electronics,14,0,1216,1,0
7,112.1,clothing,15,0,776,1,1
13,342.13,entertainment,2,0,14,0,2
12,110.52,food,3,1,3,0,1
2,360.72,beauty,3,0,6,0,3
18,169.53,beauty,8,1,248,1,0
6,364.57,food,9,1,1608,1,0
15,313.27,entertainment,1,0,1873,1,1
18,317.36,food,1,1,111,0,0
18,72.88,clothing,1,1,38,0,1
16,69.15,entertainment,5,0,461,1,0
8,227.14,beauty,10,0,68,0,1
8,466.18,food,5,1,120,0,0
10,35.01,entertainment,11,0,16,0,2
19,16.92,beauty,8,0,27,0,2
14,314.01,clothing,5,1,118,0,1
5,453.73,beauty,2,0,66,0,3
21,485.0,clothing,8,0,14,0,2
10,10.53,home,4,1,271,0,0
13,272.11,beauty,9,0,5,0,2
22,226.12,beauty,18,0,62,0,2
14,135.45,food,2,0,130,1,0
20,183.97,clothing,12,0,85,0,2
13,244.75,electronics,1,0,329,1,0
3,366.03,beauty,16,0,6,0,3
19,341.38,clothing,1,1,7,0,1
20,43.83,clothing,12,0,1,0,3
12,316.89,clothing,19,1,867,1,0
8,476.95,electronics,10,0,2795,1,0
1,11.71,electronics,2,1,9,0,1
8,425.38,electronics,20,0,10730,0,2
6,151.37,home,15,1,1916,1,0
0,144.62,home,19,0,147,0,3
12,215.37,electronics,15,0,368,1,0
6,267.52,beauty,16,0,15,0,1
2,493.93,clothing,6,0,381,1,1
12,179.69,beauty,12,1,18,0,1
11,285.24,home,1,1,890,1,0
0,222.4,clothing,16,1,1,0,3
21,140.89,entertainment,13,0,2622,0,1
3,314.79,beauty,8,0,354,1,2
7,65.21,entertainment,13,0,2113,1,0
9,481.89,clothing,14,0,30,0,3
8,192.96,entertainment,10,0,4,0,2
16,305.43,food,9,1,265,1,0
21,273.41,food,17,1,131,1,0
2,428.81,food,15,1,379,1,0
23,343.01,electronics,16,0,23,0,3
22,82.77,home,15,0,1250,1,0
18,50.7,electronics,10,0,842,0,1
18,496.26,clothing,1,0,1153,1,0
10,426.11,home,9,0,858,1,0
18,81.56,beauty,10,0,17,0,2
16,249.69,clothing,16,0,5,0,3
21,321.11,entertainment,14,0,70,0,2
15,462.99,entertainment,17,1,620,1,0
4,178.55,home,4,0,24,0,2
13,67.76,home,19,1,20,0,2
14,219.1,beauty,13,0,37,0,3
2,296.22,home,7,0,778,1,0
8,67.46,home,20,1,267,0,0
18,250.63,clothing,17,0,165,0,2
14,162.69,clothing,1,0,2,0,3
13,368.16,food,19,1,2,0,2
13,245.04,beauty,10,0,1,0,2
15,483.16,clothing,9,1,1,0,3
14,472.6,clothing,5,0,1,0,3
23,14.04,clothing,12,0,2241,1,2
19,144.68,beauty,20,0,110,0,2
10,231.85,electronics,5,1,299,0,0
6,247.85,electronics,18,1,554,1,0
10,356.21,beauty,16,0,10,0,3
21,207.95,food,11,1,238,0,1
0,355.75,electronics,1,0,3,0,3
6,391.27,beauty,15,0,15,0,3
15,69.72,beauty,5,0,22,0,2
21,256.22,home,16,1,4,0,1
18,495.53,food,14,1,2578,1,0
13,462.94,home,18,1,1,0,1
14,220.41,electronics,9,0,10,0,2
19,481.4,electronics,7,0,1615,1,1
15,303.56,entertainment,4,0,1380,1,1
15,435.98,entertainment,17,0,143,1,1
3,212.94,electronics,19,0,2,0,3
12,100.56,beauty,14,0,1125,1,1
21,238.01,food,11,1,2884,1,0
3,197.16,clothing,12,0,54,0,2
1,242.78,home,5,1,24,0,1
1,15.46,clothing,7,1,13,0,2
9,413.29,home,1,1,2,0,0
15,153.33,food,14,1,61,0,1
8,313.64,clothing,18,1,2,0,3
21,290.72,electronics,20,0,430,1,0
22,91.4,electronics,14,0,73,1,1
2,495.5,home,5,1,8,0,1
3,135.27,electronics,19,1,1,0,2
20,76.82,food,8,1,29,0,0
1,496.43,home,13,0,7,0,3
20,291.93,food,7,1,160,0,0
6,281.02,food,16,1,15,0,1
23,443.14,electronics,6,0,95,1,0
7,239.65,entertainment,8,0,13,0,1
10,31.59,food,1,1,8,0,0
14,240.07,food,3,0,919,0,1
2,203.51,electronics,2,0,4355,1,0
6,83.18,entertainment,20,0,941,1,0
20,318.68,beauty,17,0,30,0,3
12,477.31,beauty,15,0,75,0,3
7,368.23,beauty,17,0,232,1,1
19,44.23,food,17,0,1,0,3
16,246.36,electronics,16,0,2045,1,1
19,46.32,electronics,1,0,36,0,1
5,300.42,home,13,1,1,0,3
9,54.66,electronics,16,1,1,0,1
1,74.66,electronics,1,1,12,0,1
0,232.8,clothing,19,1,21,0,2
8,128.43,beauty,8,0,1,0,3
5,214.05,entertainment,17,0,14,1,2
12,114.9,electronics,11,1,6,0,0
11,108.47,clothing,3,1,118,1,0
10,258.02,electronics,13,0,2406,1,0
2,407.24,entertainment,2,0,40,0,3
22,37.47,beauty,15,0,349,1,1
14,182.93,clothing,16,0,1125,1,0
3,354.29,beauty,15,0,3675,1,1
19,243.13,beauty,2,1,125,0,0
0,53.36,electronics,19,1,994,1,0
17,310.21,food,6,0,13,0,2
8,12.7,clothing,14,1,68,0,1
10,138.61,beauty,19,0,762,0,2
5,458.2,electronics,3,0,249,1,0
10,273.53,clothing,9,0,99,1,0
17,357.05,clothing,2,0,238,1,0
2,447.62,beauty,8,0,5,0,3
18,472.15,home,14,1,2,0,2
15,206.09,food,9,1,65,0,0
15,498.36,home,14,1,17,0,1
8,456.82,electronics,13,1,49,0,1
0,419.51,food,6,1,11,0,0
1,196.46,electronics,17,0,199,1,0
23,381.24,electronics,9,0,5,0,3
5,251.83,entertainment,4,0,690,1,1
17,414.53,clothing,13,1,6,0,2
0,473.89,home,16,0,37,0,3
11,455.69,clothing,18,1,63,0,0
17,193.8,electronics,2,1,1,0,1
2,451.64,electronics,5,0,6,0,3
4,375.62,entertainment,1,0,60,1,1
11,424.78,clothing,11,0,3872,1,1
21,258.34,entertainment,6,0,977,1,0
19,473.95,entertainment,2,0,58,1,1
13,364.18,beauty,17,0,78,1,1
0,225.42,entertainment,18,0,10,0,3
1,217.44,clothing,9,1,82,1,0
15,81.31,food,20,1,3,0,1
12,208.5,clothing,2,0,1,1,2
14,392.8,electronics,2,1,60,0,0
0,44.76,entertainment,12,0,74,1,1
23,270.76,clothing,1,0,84,0,1
17,128.96,home,10,0,326,1,0
13,55.81,beauty,14,0,2,0,3
1,219.57,entertainment,5,0,1646,0,2
5,400.2,food,18,1,487,1,0
3,133.18,clothing,19,0,221,1,2
5,228.98,food,12,1,9,0,1
6,214.3,entertainment,9,0,224,1,0
16,340.55,clothing,6,0,264,1,0
18,294.08,electronics,10,0,220,0,1
12,297.49,home,18,1,598,1,0
5,174.41,entertainment,5,0,82,1,0
3,372.78,home,18,1,478,1,0
21,24.05,clothing,13,0,342,1,0
1,368.94,entertainment,8,0,809,1,1
11,463.9,home,12,0,584,0,3
10,66.01,entertainment,13,0,136,0,2
13,80.08,home,13,0,1,0,3
17,430.53,beauty,7,0,42,0,3
4,391.37,food,13,1,844,1,0
4,405.65,home,5,1,4454,0,0
11,27.77,home,1,1,1643,1,0
19,222.4,entertainment,7,0,97,0,2
17,251.52,clothing,18,0,41,0,3
9,446.56,clothing,2,0,3,0,3
10,272.26,home,10,0,30,0,2
7,426.57,home,8,0,28,0,3
8,218.14,food,11,1,5,0,1
0,355.92,home,16,0,640,1,1
18,431.79,beauty,8,0,59,0,2
0,145.89,entertainment,20,0,10,0,3
10,375.05,food,2,1,421,1,0
15,329.15,home,1,1,13,0,0
8,187.32,food,1,1,111,0,0
10,460.96,clothing,4,0,1832,0,2
10,458.2,electronics,10,0,6,0,3
16,388.53,home,10,1,750,1,0
12,84.16,food,17,1,980,1,0
5,175.51,food,6,1,58,0,0
17,183.56,electronics,12,0,700,1,0
10,82.72,entertainment,3,0,14,0,2
16,239.62,electronics,1,0,689,1,0
19,374.36,clothing,17,0,830,1,1
0,182.63,clothing,10,1,162,1,0
22,468.48,clothing,16,1,126,0,2
8,368.81,electronics,3,1,2,0,0
6,112.05,food,16,1,4,0,2
12,283.07,home,9,1,228,0,0
19,105.52,home,5,0,639,1,0
6,303.35,entertainment,2,0,752,1,1
1,222.27,food,10,1,148,0,0
6,241.2,home,10,0,303,1,0
10,269.93,clothing,19,1,24,0,2
18,147.15,food,14,1,45,0,0
11,340.6,food,3,1,1,0,0
10,348.03,home,9,1,28,0,1
3,187.24,home,19,1,616,1,0
9,193.83,food,4,1,77,0,0
18,242.07,entertainment,8,0,1,0,2
1,68.72,clothing,9,1,20,0,2
7,407.4,beauty,17,0,601,0,3
3,332.4,entertainment,1,0,134,1,1
19,364.51,beauty,5,0,204,1,0
0,390.22,food,18,0,1,0,3
13,259.97,entertainment,2,0,5,0,3
12,26.2,food,15,1,1,0,2
19,212.14,entertainment,7,0,10,1,1
6,485.63,entertainment,7,0,57,0,2
16,488.17,food,7,1,61,0,0
18,232.9,clothing,20,0,23,0,3
5,150.83,entertainment,2,0,1,0,3
3,264.2,entertainment,5,0,19,0,2
21,314.54,beauty,14,0,370,0,2
16,467.58,beauty,6,0,5,0,2
13,274.5,home,13,1,3887,1,0
12,427.49,home,17,1,8,0,1
15,296.06,electronics,6,1,71,0,0
8,191.83,home,1,1,4006,0,0
21,227.55,food,6,1,200,1,0
19,306.77,entertainment,20,0,223,1,0
1,281.02,home,7,1,21,0,1
19,275.3,electronics,9,1,5,0,1
14,277.74,clothing,9,0,416,0,1
6,131.21,electronics,18,1,1,0,1
23,319.03,entertainment,2,0,40,1,2
21,497.93,beauty,1,0,9,0,3
23,210.44,clothing,11,0,201,0,2
18,240.88,beauty,10,0,1290,1,1
15,363.78,clothing,7,0,203,1,1
20,389.09,beauty,8,0,280,1,1
23,439.04,home,17,1,38,1,0
2,170.15,electronics,16,0,9,0,3
7,317.71,entertainment,7,0,185,1,0
5,486.67,clothing,16,0,1187,1,1
4,138.7,home,20,1,3,0,2
7,102.21,clothing,16,0,127,1,0
7,362.59,clothing,12,0,1,0,3
13,220.18,clothing,17,0,171,1,1
14,262.82,beauty,13,0,46,1,1
3,169.37,entertainment,10,0,6120,1,0
3,301.95,beauty,16,0,282,1,1
13,174.76,food,11,0,1,0,3
9,79.1,electronics,18,0,28,0,2
5,307.02,home,20,1,1,0,2
4,491.42,entertainment,16,0,2289,1,2
21,16.62,electronics,9,1,76,0,0
14,360.05,food,18,1,37,0,1
6,494.57,home,5,0,1,0,2
21,376.56,home,13,1,1528,1,0
8,214.49,home,14,1,1,0,2
13,491.56,clothing,8,0,465,1,1
8,322.51,clothing,18,0,155,1,1
20,463.4,beauty,10,0,108,0,2
13,77.1,food,12,1,414,1,0
1,366.22,food,14,1,4805,1,0
12,320.16,clothing,19,0,101,1,1
19,392.68,home,3,1,25,0,1
13,199.15,beauty,19,0,54,1,2
9,468.07,food,2,1,37,0,1
16,435.3,entertainment,5,0,16,0,3
23,152.57,beauty,6,0,322,1,1
20,160.82,beauty,5,0,19,0,2
18,255.69,entertainment,7,0,8,0,3
6,83.13,entertainment,13,0,4,0,3
12,286.93,clothing,2,0,115,1,0
17,340.98,entertainment,3,0,10,0,2
2,110.63,electronics,1,0,1192,1,0
0,206.54,food,5,0,326,0,1
8,126.37,home,10,0,28,0,1
4,459.22,beauty,12,1,758,1,0
6,145.8,entertainment,9,0,14,0,3
0,82.7,electronics,19,0,151,1,1
17,271.05,entertainment,11,0,4,0,3
17,249.3,electronics,19,0,67,1,0
8,363.2,beauty,12,0,356,1,2
16,370.19,food,8,1,24,0,1
12,462.2,electronics,8,1,31,0,0
20,483.27,food,20,0,436,0,2
8,150.98,electronics,8,1,5,0,1
4,298.61,electronics,12,0,11,0,2
15,348.15,beauty,10,0,1642,1,1
15,471.83,food,9,1,793,0,0
23,140.6,home,16,1,12,0,2
23,403.71,food,10,1,109,0,1
13,228.09,beauty,3,1,18,0,1
14,281.72,electronics,6,0,137,1,0
18,127.58,entertainment,9,0,39,1,1
4,214.72,home,12,0,65,0,2
1,483.92,food,10,1,496,1,0
10,323.41,entertainment,19,0,1492,1,1
16,372.97,food,9,1,166,1,0
12,178.39,clothing,5,0,922,1,0
6,459.97,electronics,2,0,175,0,2
0,259.49,clothing,14,0,107,1,1
23,123.47,electronics,20,0,413,1,1
14,272.24,beauty,9,0,502,0,1
23,238.93,beauty,4,0,250,1,0
20,54.87,clothing,6,0,1,0,2
3,486.2,home,3,1,766,1,0
15,487.47,home,19,1,1,0,3
14,30.67,clothing,12,0,34,0,3
19,188.66,beauty,1,0,2,0,3
12,336.02,food,15,1,14,0,0
22,330.1,food,5,1,2,0,2
0,479.1,entertainment,20,0,7450,1,2
15,24.85,home,20,0,182,0,1
20,124.6,home,17,1,16,0,2
5,351.68,beauty,7,0,558,0,3
6,197.46,clothing,17,0,81,1,0
3,433.85,home,18,0,34,0,3
11,228.93,beauty,19,0,721,1,1
4,372.47,clothing,4,0,149,0,3
3,161.26,beauty,19,0,10,0,2
9,225.93,home,16,0,690,1,1
10,368.61,food,7,1,7,0,1
18,470.69,food,3,1,1145,1,0
9,409.55,electronics,13,0,20,0,2
13,375.97,entertainment,13,0,13,1,1
3,402.3,clothing,2,1,9,0,3
9,333.14,home,12,0,16,0,2
21,458.05,entertainment,2,0,106,1,1
20,66.99,electronics,8,0,303,0,2
20,393.86,food,4,1,1001,1,0
6,444.13,entertainment,20,0,9,0,3
14,318.68,beauty,6,0,189,0,1
15,147.06,entertainment,6,0,17,0,2
21,307.46,electronics,7,1,4,0,0
11,85.94,electronics,7,0,467,1,0
21,18.01,electronics,15,0,4,0,2
9,431.25,electronics,9,0,330,1,0
3,298.89,home,13,0,107,1,0
21,289.47,beauty,13,0,28,1,1
6,278.67,clothing,19,0,1,0,3
4,384.62,entertainment,3,0,126,0,2
7,334.55,entertainment,17,0,84,0,3
1,163.64,clothing,18,1,2,1,1
3,396.2,food,3,1,1,0,1
4,498.62,entertainment,12,0,399,1,0
23,189.78,entertainment,3,0,943,0,2
23,232.26,entertainment,1,0,3,0,3
1,359.61,food,9,0,1,0,2
0,493.68,entertainment,12,0,12,1,3
9,233.41,entertainment,13,0,39,0,3
6,363.93,home,16,1,633,1,0
1,172.09,entertainment,17,0,453,1,1
23,80.19,food,2,1,474,1,0
13,381.57,food,4,1,18,0,1
0,432.59,clothing,13,0,476,1,1
14,113.77,clothing,11,1,1,0,3
9,86.63,home,1,0,10,0,2
2,319.3,entertainment,5,0,78,1,0
18,402.53,entertainment,4,0,113,1,0
3,430.02,clothing,14,0,148,1,2
1,114.03,entertainment,2,0,528,1,1
3,64.21,beauty,19,0,45,0,2
14,306.35,beauty,7,0,166,0,1
9,209.14,clothing,19,0,570,1,0
1,277.0,electronics,20,0,10037,1,1
4,79.04,home,8,1,4,0,1
15,272.82,electronics,16,0,32,0,2
16,453.63,food,9,1,21,0,0
19,204.62,home,13,1,4,0,1
5,226.26,electronics,17,1,237,0,1
0,436.99,clothing,19,0,126,1,2
10,132.39,electronics,19,0,225,1,0
6,426.75,food,13,1,17863,1,0
21,48.49,electronics,13,0,99,0,1
2,142.13,home,6,0,340,1,0
9,377.41,entertainment,10,0,13,0,3
3,322.15,entertainment,3,0,254,1,1
18,142.88,beauty,6,0,1,0,3
21,57.39,home,14,0,197,0,1
17,47.47,food,4,1,1,0,1
2,185.47,home,3,0,413,1,0
18,402.65,clothing,9,0,1120,0,2
9,218.94,electronics,10,0,111,1,0
11,342.77,home,3,1,29,0,1
7,310.03,food,16,1,6,0,2
22,314.86,clothing,20,0,810,1,2
17,300.28,clothing,20,0,3,0,3
21,29.74,entertainment,17,0,1,0,3
9,157.61,clothing,14,0,21,0,3
23,197.43,clothing,16,0,55,0,3
19,142.76,clothing,14,0,16,0,3
17,484.69,electronics,17,0,49,1,1
4,143.66,beauty,1,0,22,0,2
15,357.29,home,11,0,1465,1,0
0,21.57,clothing,7,1,558,1,0
16,433.1,clothing,15,0,89,0,3
13,93.15,food,10,1,80,0,0
14,212.58,beauty,4,0,218,0,2
11,432.6,food,6,0,195,1,0
18,23.76,clothing,5,0,3,0,2
7,110.06,home,5,0,4,0,2
15,350.19,entertainment,2,0,9,0,3
21,86.89,home,6,1,4,0,1
11,371.99,electronics,7,0,127,1,0
5,50.24,home,1,1,1121,1,0
10,241.26,home,9,0,190,0,1
11,435.7,clothing,7,0,5,0,3
11,491.42,food,6,0,658,1,0
11,11.89,food,20,1,1307,1,0
10,449.13,electronics,5,0,12,0,2
4,142.99,electronics,5,1,262,1,0
11,399.85,entertainment,19,0,328,1,1
13,87.06,clothing,16,1,2346,1,0
0,11.1,beauty,9,0,650,1,1
10,361.61,clothing,10,0,97,1,1
9,25.63,beauty,18,0,103,1,1
11,368.66,home,15,0,2,0,3
23,375.83,clothing,14,0,64,1,1
20,183.79,home,15,0,4388,1,0
16,34.94,electronics,18,1,26,0,1
13,76.08,food,3,0,123,0,1
11,425.35,clothing,3,0,98,0,2
20,470.86,beauty,1,0,153,1,1
9,384.65,electronics,15,0,1474,1,1
12,426.34,home,17,0,2,0,3
23,246.34,food,15,0,27,0,2
15,8.91,clothing,11,1,3154,1,0
18,277.62,clothing,6,0,4,0,2
7,492.3,home,13,0,5,1,1
22,375.14,food,16,1,1030,1,0
9,169.43,food,11,0,4271,1,1
5,80.83,home,7,0,47,0,2
8,339.92,food,19,1,22,0,0
3,108.8,clothing,15,1,1,0,3
12,26.96,beauty,14,0,68,0,2
6,304.58,electronics,11,1,3,0,2
21,425.21,food,17,1,389,0,1
2,193.66,home,17,0,1780,1,0
9,348.54,entertainment,17,0,172,0,3
3,376.35,food,14,1,55,0,2
11,191.42,electronics,14,0,336,1,0
1,344.86,entertainment,20,0,356,1,2
10,88.22,home,18,0,8,0,3
0,340.29,home,17,0,87,0,2
12,382.45,home,3,1,322,0,0
14,54.23,home,6,0,3882,1,0
12,17.71,entertainment,17,1,19,0,1
17,332.86,electronics,9,0,353,1,0
15,71.49,clothing,7,1,1,0,1
22,356.87,entertainment,14,0,4,0,3
7,389.01,clothing,19,1,273,0,0
1,401.51,food,17,1,616,0,1
1,386.71,entertainment,19,0,93,1,2
12,258.74,electronics,6,1,206,1,0
1,37.52,home,16,1,219,1,0
2,358.13,beauty,8,0,1195,1,1
12,181.62,beauty,15,0,46,1,1
1,69.92,food,4,1,1,0,1
3,226.65,clothing,10,1,2413,1,0
4,249.5,electronics,17,0,12,1,1
2,268.87,home,6,1,255,1,0
8,62.59,electronics,5,0,251,1,0
12,49.27,home,4,1,130,1,0
3,467.42,clothing,3,0,1,0,3
5,380.08,clothing,8,0,72,0,2
4,101.51,beauty,1,1,2,0,3
1,92.43,home,18,0,91,1,0
19,159.31,clothing,9,0,1526,1,0
22,121.93,entertainment,2,0,1,0,3
15,82.58,beauty,10,0,6,0,2
18,478.18,clothing,14,0,33,0,3
22,344.17,electronics,8,1,7643,1,0
0,60.46,entertainment,6,0,1392,1,1
2,22.66,home,9,1,328,1,0
7,22.57,electronics,3,0,130,0,0
3,107.44,beauty,5,1,5567,1,0
6,32.28,home,5,1,73,1,0
9,51.21,food,11,1,943,0,0
13,172.03,food,19,1,18,0,2
7,332.16,home,12,1,257,1,0
19,55.08,electronics,17,1,215,1,0
17,152.73,entertainment,5,0,23,0,3
1,50.8,electronics,14,0,87,0,2
8,198.71,clothing,1,1,435,1,0
20,452.49,electronics,12,0,5,0,3
22,475.55,entertainment,10,0,1859,1,1
16,57.25,beauty,20,1,158,1,0
0,51.99,electronics,4,0,181,0,2
19,8.45,beauty,1,0,6308,1,0
15,383.99,clothing,15,0,76,1,0
23,291.29,food,13,1,3,0,2
20,180.39,clothing,9,0,6,0,3
20,83.95,food,17,1,7023,1,0
6,368.02,beauty,14,0,1002,0,3
23,435.85,home,16,0,205,1,0
4,444.69,electronics,18,0,290,1,1
0,415.06,entertainment,11,0,30,0,3
9,48.75,electronics,5,0,22,0,2
23,237.16,beauty,19,0,1,0,3
10,112.85,electronics,12,0,208,1,0
17,480.67,clothing,5,0,136,0,1
13,360.86,electronics,10,0,11,0,2
13,456.08,electronics,5,0,7,0,3
18,130.83,entertainment,3,1,4,0,1
0,284.92,food,9,1,4,0,2
3,135.74,entertainment,10,0,192,1,1
6,212.08,entertainment,10,0,7813,1,0
13,11.31,food,12,1,2138,1,0
6,332.07,clothing,7,1,1883,1,0
13,97.31,food,18,1,72,0,0
9,463.42,entertainment,12,0,125,1,1
12,127.43,entertainment,20,1,1774,0,1
8,279.46,home,4,1,3,0,0
6,378.8,home,13,0,61,0,2
0,381.62,home,6,0,176,0,2
21,487.92,entertainment,4,0,50,1,1
12,146.02,electronics,14,0,308,0,1
12,133.56,home,12,1,2395,1,0
1,279.76,electronics,2,0,94,1,0
9,127.67,home,19,1,94,1,0
0,440.91,home,6,1,545,1,0
4,262.88,beauty,11,0,37,1,1
7,266.71,food,11,1,167,1,0
7,96.9,beauty,18,0,492,1,0
18,63.32,clothing,19,0,318,0,3
11,96.91,food,20,1,213,0,0
10,101.41,entertainment,16,0,95,1,1
21,272.93,clothing,8,0,14,0,2
0,56.78,entertainment,16,0,1,0,3
4,349.55,clothing,19,0,220,1,2
0,167.55,entertainment,4,0,1094,1,1
11,489.24,electronics,10,1,1,0,1
0,425.58,home,4,0,135,1,0
14,400.25,entertainment,7,0,212,1,1
3,387.0,beauty,11,0,230,1,2
15,215.18,electronics,20,0,60,0,1
18,191.68,beauty,14,0,204,0,2
6,87.86,electronics,8,0,99,1,0
21,431.55,home,3,1,33,0,1
10,207.49,electronics,4,0,111,1,0
21,120.62,food,1,1,876,1,0
20,428.68,food,19,1,7,0,2
22,275.92,beauty,14,1,1584,1,0
23,315.5,home,4,1,48,1,0
21,137.67,food,14,1,1,0,2
23,332.48,entertainment,8,0,206,1,2
2,265.14,electronics,7,1,223,1,0
21,243.37,clothing,14,0,186,1,1
3,37.36,beauty,10,0,1237,0,1
5,17.46,food,9,1,36,0,2
7,367.83,electronics,4,1,22,0,1
11,397.78,entertainment,10,0,97,0,2
6,36.78,clothing,13,0,31,1,2
5,205.24,food,16,1,19,1,0
17,434.75,home,20,1,224,0,0
1,66.66,home,12,1,5,0,2
3,205.28,entertainment,1,0,3,0,2
21,397.14,electronics,3,0,34,0,2
21,69.28,electronics,13,0,62,1,0
16,391.97,entertainment,3,0,809,1,0
12,21.82,home,15,1,11,0,1
6,43.71,home,7,0,217,0,1
6,228.45,food,5,1,1077,1,0
23,497.84,electronics,11,1,1508,1,0
20,264.71,beauty,8,0,102,1,0
2,203.91,entertainment,14,0,674,1,2
15,102.81,beauty,14,0,195,1,1
7,463.29,entertainment,5,0,246,1,1
15,405.87,home,4,1,3917,1,0
6,331.29,food,12,1,1,0,1
1,466.6,clothing,7,0,2655,1,1
1,327.57,food,17,1,2,0,2
15,380.82,entertainment,13,1,82,0,1
9,300.93,clothing,16,1,20,0,3
21,129.18,home,3,1,104,0,0
7,295.89,entertainment,16,0,118,1,0
16,336.25,entertainment,20,0,39,0,3
17,167.82,beauty,19,0,571,0,3
1,389.66,food,6,1,71,0,0
16,52.72,entertainment,19,0,5,0,3
7,414.63,entertainment,19,0,173,1,2
5,26.16,food,10,1,51,0,1
21,47.32,entertainment,6,0,140,1,0
22,197.46,home,1,1,29,0,2
12,248.15,clothing,9,0,106,1,0
4,282.87,clothing,9,1,431,1,0
5,23.39,home,7,0,103,1,0
17,225.99,home,11,1,1108,1,0
14,274.55,home,14,0,262,0,1
7,402.48,food,15,1,1,0,1
22,210.93,food,20,1,42,0,1
20,37.8,food,14,1,20,0,1
1,216.19,entertainment,10,0,13,0,2
17,129.25,food,14,1,11,0,2
21,127.06,beauty,12,0,5052,1,0
16,139.82,food,11,1,178,0,1
15,445.15,electronics,19,1,127,0,0
10,255.03,entertainment,3,0,1,0,3
16,456.44,food,15,1,3,0,1
18,452.47,food,20,1,55,1,0
9,69.61,electronics,11,1,497,1,0
12,250.78,clothing,5,1,76,0,0
16,90.66,electronics,19,0,17,0,2
12,380.72,beauty,1,0,13,0,2
13,108.12,food,19,1,724,1,0
16,496.45,beauty,1,0,3,0,3
2,314.44,entertainment,20,0,25,0,3
